Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,IncomePerPerson,Infantmortality,LifeExpectancy,Populationtotal,Populationdensity
Romania,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.288,8994.489819,20,72.002,21845264,91.636
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.334,11090.77402,15.5,65.29,144306982,8.451
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],5.463,785.7685421,74.8,53.499,9009655,342.078
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],,2776.682336,,,4702,
Saint Kitts and Nevis,America - Central,Central and South America,America,2004,[2004],,13222.82568,,,48543,
Saint Lucia,America - Central,Central and South America,America,2004,[2004],2.062,8877.746549,,72.66,163631,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,2004,[2004],2.196,6616.607687,,71.044,108566,
Saint-Pierre-et-Miquelon,America - North,North America,America,2004,[2004],,,,,6164,
Samoa,Oceania,Oceania,East Asia & Pacific,2004,[2004],4.456,4667.131311,16.7,70.553,179699,63.475
San Marino,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],,41431.58491,3.9,,29722,487.246
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],4.572,1435.80391,49.1,64.324,150311,155.924
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,2004,[2004],3.349,20481.97551,14.2,73.505,23213767,10.799
Senegal,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.285,1630.747669,59.8,59.966,10581316,53.788
Serbia,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.501,8081.656869,8.3,72.638,9895409,111.988
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],2.236,13523.14775,12,72.192,82631,181.607
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.56,753.5561463,135.6,41.346,4952134,69.029
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],1.26,39796.66535,2.3,79.835,4160158,6091.007
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.229,14977.86553,8.7,74.26,5411339,110.361
Slovenia,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.285,22113.22127,3.7,77.28,1997959,98.635
Solomon Islands,Oceania,Oceania,East Asia & Pacific,2004,[2004],4.54,1671.754987,29.2,65.079,456919,15.813
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],7.361,914.0448487,103.3,52.078,8170899,12.814
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,2004,[2004],2.721,8154.739066,52.1,51.983,47226670,38.678
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],5.777,2136.930925,90.7,50.719,7673043,
Spain,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.325,26357.04829,5,80.28,42732092,84.452
Sri Lanka,Asia - Southern,Asia,South Asia,2004,[2004],2.274,3310.199558,12.1,73.393,19610604,298.897
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,2004,[2004],5.123,2125.873068,60.8,59.524,29830604,14.967
Suriname,America - South,Central and South America,America,2004,[2004],2.562,6880.091518,24.3,68.503,493236,3.011
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,2004,[2004],3.925,4286.161857,81.1,45.773,1095487,63.09
Sweden,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.771,31141.10607,3,80.67,8977965,19.953
Switzerland,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.42,34864.09237,4.4,81.28,7361231,178.307
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],1.18,25332.31566,6,77.19,22622000,
Tajikistan,Asia - Central,Asia,Europe & Central Asia,2004,[2004],3.653,1353.051607,62.8,65.062,6391120,44.662
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],1.563,6620.033558,15.8,72.015,66060383,128.744
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],6.881,2268.323396,68.4,62.478,974024,65.485
Togo,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.059,903.3429085,72.2,54.014,5288273,93.128
Tokelau,Oceania,Oceania,East Asia & Pacific,2004,[2004],,,,,1271,105.917
Tonga,Oceania,Oceania,East Asia & Pacific,2004,[2004],4.177,5270.861416,14,71.361,100286,154.286
Trinidad and Tobago,America - Central,Central and South America,America,2004,[2004],1.758,13978.56347,22.8,68.847,1310622,255.482
Tunisia,Africa - Northern,Africa,Middle East & North Africa,2004,[2004],2.023,6274.883286,20.2,73.979,9814009,59.984
Turkey,Asia - Western,Asia,Europe & Central Asia,2004,[2004],2.27,7357.117393,22.1,72.045,67235927,85.808
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,2004,[2004],2.66,3967.581844,56.7,64.341,4696771,9.623
Turks and Caicos Islands,America - Central,Central and South America,America,2004,[2004],,28342.36124,21.4,,28191,65.56
Tuvalu,Oceania,Oceania,East Asia & Pacific,2004,[2004],,4807.984603,30.6,,9646,371
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],6.653,959.7088123,72.6,51.889,27521632,114.18
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.214,5400.284939,13,67.73,47275250,78.309
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,2004,[2004],2.236,32181.9396,8.6,75.108,3658042,43.756
United Kingdom,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.723,31097.5219,5.2,79.1,59891788,246.57
United States of America,America - North,North America,America,2004,[2004],2.058,40956.40134,6.8,77.5,294063120,30.539
Uruguay,America - South,Central and South America,America,2004,[2004],2.171,8735.001477,13.9,75.656,3321367,18.978
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,2004,[2004],2.512,1876.601274,44.6,67.294,25708188,57.461
Vanuatu,Oceania,Oceania,East Asia & Pacific,2004,[2004],3.95,3340.513313,19.2,68.88,205561,16.864
Venezuela,America - South,Central and South America,America,2004,[2004],2.664,9121.430347,16.3,73.054,26199994,28.726
Vietnam,Asia - Southern,Asia,East Asia & Pacific,2004,[2004],1.902,1996.869216,21.5,74.629,82262996,248.012
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,2004,[2004],,3425.269354,,,14345,71.725
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,2004,[2004],4.823,3664.45253,23,71.595,3483483,578.652
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,2004,[2004],2.725,,,64.583,416172,1.565
Yemen,Asia - Western,Asia,Sub-Saharan Africa,2004,[2004],,,60,,,37.931
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],5.974,1140.764902,80.9,45.791,11192422,14.871
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],3.987,571.7430588,57.4,43.244,12597877,32.24
Afghanistan,Asia - Southern,Asia,South Asia,2008,[2008],6.196,2954.417524,77.6,58.618,29839994,45.761
Albania,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],1.761,19096.59108,17.4,76.433,3181397,110.665
Algeria,Africa - Northern,Africa,Middle East & North Africa,2008,[2008],2.725,18488.15952,19.8,70.332,34428028,14.455
American Samoa,Oceania,Oceania,East Asia & Pacific,2008,[2008],,,,,66217,332.749
Andorra,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],,111139.5081,3,,82577,176.447
Angola,Africa - Central,Africa,Sub-Saharan Africa,2008,[2008],6.434,16465.37324,109.7,49.882,18037964,14.469
Anguilla,America - Central,Central and South America,America,2008,[2008],,72436.12147,,,14737,161.945
Antigua and Barbuda,America - Central,Central and South America,America,2008,[2008],2.164,51679.74211,10.5,75.087,86881,196.563
Argentina,America - South,Central and South America,America,2008,[2008],2.241,40373.84624,13.8,75.41,39714298,14.284
Armenia,Asia - Western,Asia,Europe & Central Asia,2008,[2008],1.4,16040.94197,17.9,74.07,3079087,103.325
Aruba,America - Central,Central and South America,America,2008,[2008],1.726,76064.92269,,74.772,105526,586.256
Australia,Oceania,Oceania,East Asia & Pacific,2008,[2008],1.956,103332.9992,4.3,81.567,21513817,2.779
Austria,Europe - Western,Europe,Europe & Central Asia,2008,[2008],1.411,110100.9217,3.6,80.51,8341806,99.475
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,2008,[2008],1.986,16661.02525,36.9,70.142,8943600,103.275
Bahamas,America - Central,Central and South America,America,2008,[2008],1.889,45120.15489,14.9,74.407,333661,24.042
Bahrain,Asia - Western,Asia,Middle East & North Africa,2008,[2008],2.229,63077.87199,9.1,75.914,1052359,1516.367
Bangladesh,Asia - Southern,Asia,South Asia,2008,[2008],2.377,2940.664296,42.8,68.648,145478300,1010.28
Barbados,America - Central,Central and South America,America,2008,[2008],1.831,33919.80138,18.2,74.539,272180,632.977
Belarus,Europe - Eastern,Europe,Europe & Central Asia,2008,[2008],1.416,23067.47998,5.6,69.194,9680690,46.631
Belgium,Europe - Western,Europe,Europe & Central Asia,2008,[2008],1.819,67013.20352,3.7,79.777,10602167,347.293
Belize,America - Central,Central and South America,America,2008,[2008],2.907,14594.04525,17.1,72.772,299237,13.03
Benin,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],5.273,2895.273853,66.9,58.272,8355980,74.195
Bermuda,America - North,North America,America,2008,[2008],,152192.5456,,,64657,1219.943
Bhutan,Asia - Southern,Asia,South Asia,2008,[2008],2.506,9159.314208,41,65.981,701363,14.923
Bolivia,America - South,Central and South America,America,2008,[2008],3.477,7912.793374,38.4,65.728,9618466,8.755
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],1.218,15479.95305,7.2,75.608,3774164,73.718
Botswana,America - South,Africa,Sub-Saharan Africa,2008,[2008],2.86,26480.12212,46.1,46.384,1954822,3.36
Brazil,America - South,Central and South America,America,2008,[2008],1.897,19363.09671,16.7,72.572,191543237,22.497
British Virgin Islands,America - Central,Central and South America,America,2008,[2008],,90026.54866,13.6,,22762,150.742
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,2008,[2008],2.095,93050.46494,6.9,77.566,384695,66.729
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,2008,[2008],1.433,22853.75981,11.8,73.317,7591322,68.445
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],6.037,2441.906737,76.2,54.174,15515258,56.625
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,2008,[2008],6.481,914.8089951,75.9,51.578,7943385,285.384
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,2008,[2008],3.051,3594.400757,41.8,69.71,13822644,76.353
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,2008,[2008],5.167,4040.196459,69.9,52.878,18758778,39.455
Canada,America - North,North America,America,2008,[2008],1.6808,71956.4191,5,80.743,33327954,3.343
Cayman Islands,America - Central,Central and South America,America,2008,[2008],,98763.12276,,,55295,209.451
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,2008,[2008],4.809,1422.881306,,46.769,4237961,
Chad,Africa - Central,Africa,Sub-Saharan Africa,2008,[2008],6.805,3312.952546,96.3,48.881,10653762,8.297
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],1.424,,,79.57,151705,777.974
Chile,America - South,Central and South America,America,2008,[2008],1.888,27306.59925,7.8,78.561,16795593,22.198
China,Asia - Eastern,Asia,East Asia & Pacific,2008,[2008],1.63,12963.19733,15.8,74.57,1328275524,138.406
Colombia,America - South,Central and South America,America,2008,[2008],2.43,14372.18202,17,72.997,45005782,39.516
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,2008,[2008],5.051,2052.05069,63.8,59.771,697034,374.548
Cook Islands,Oceania,Oceania,East Asia & Pacific,2008,[2008],,,10.4,,,84.826
Costa Rica,America - Central,Central and South America,America,2008,[2008],1.909,19663.0951,9.1,78.896,4522124,88.496
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],4.913,3018.455016,83.9,48.753,18987007,58.881
Croatia,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],1.432,29836.90147,5.1,76.149,4418387,78.149
Cuba,America - Central,Central and South America,America,2008,[2008],1.498,18519.89044,4.9,78.358,11266905,101.631
Cyprus,Asia - Western,Asia,Europe & Central Asia,2008,[2008],1.493,51801.24839,3.3,79.045,1077001,116.42
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,2008,[2008],1.434,46589.75265,,77.26,10377359,
Denmark,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],1.8923,69258.2024,3.6,78.408,5497312,127.566
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,2008,[2008],3.755,4211.371645,73,59.292,855636,36.881
Dominica,America - Central,Central and South America,America,2008,[2008],,19964.33605,12.2,,68159,90.758
Dominican Republic,America - Central,Central and South America,America,2008,[2008],2.652,12391.38216,,72.286,9664948,
East Germany,Europe - Eastern,Europe,Europe & Central Asia,2008,[2008],,,,,16384470,
Ecuador,America - South,Central and South America,America,2008,[2008],2.728,14183.47173,22.2,75.172,14056740,49.572
Egypt,Africa - Northern,Africa,Middle East & North Africa,2008,[2008],2.954,11524.51889,21.6,70.042,78323298,78.21
El Salvador,America - Central,Central and South America,America,2008,[2008],2.319,11654.35322,16.4,71.41,6129628,291.318
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,2008,[2008],5.314,30119.18142,80.8,50.347,662327,23.612
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,2008,[2008],5.163,1124.029866,42.4,60.236,4947521,42.071
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,2008,[2008],,,,,83282565,
Estonia,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],1.619,37967.55305,4.2,73.23,1342145,29.759
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,2008,[2008],5.193,1531.882424,57.3,59.673,79446419,71.943
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],,,,,48597,34.737
Falkland Islands (Malvinas),Europe - Northern,Europe,America,2008,[2008],,,,,,0.246
Fiji,Oceania,Oceania,East Asia & Pacific,2008,[2008],2.736,8371.994523,19.1,68.903,843651,46.167
Finland,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],1.85,66324.80547,2.7,79.699,5316334,15.722
France,Europe - Western,Europe,Europe & Central Asia,2008,[2008],1.973,60919.44264,3.6,81.254,62098413,112.599
French Guiana,America - South,Central and South America,America,2008,[2008],3.257,,,76.009,219931,2.444
French Polynesia,Oceania,Oceania,East Asia & Pacific,2008,[2008],2.156,52702.50293,,75.109,264541,66.135
Gabon,Africa - Central,Africa,Sub-Saharan Africa,2008,[2008],4.275,24906.78125,47.8,61.43,1450310,5.418
Gambia,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],5.798,1478.670847,52.6,57.588,1636107,144.852
Georgia,Asia - Western,Asia,Europe & Central Asia,2008,[2008],1.788,8691.31155,20.4,73.599,4394018,63.042
Germany,Europe - Western,Europe,Europe & Central Asia,2008,[2008],1.368,66314.48792,3.6,80.06,82475271,231.009
Ghana,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],4.188,2782.374066,53.6,60.051,23264176,97.53
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],,,,,29287,4881.167
Greece,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],1.459,54512.93474,4.1,79.89,11291807,85.572
Greenland,America - North,North America,America,2008,[2008],2.247,75739.79102,,,57317,0.026
Grenada,America - Central,Central and South America,America,2008,[2008],2.282,18597.69525,12.2,72.064,103723,301.52
Guadeloupe,America - Central,Central and South America,America,2008,[2008],2.132,,,79.548,455247,267.007
Guam,Oceania,Oceania,East Asia & Pacific,2008,[2008],2.529,,,77.505,175538,319.741
Guatemala,America - Central,Central and South America,America,2008,[2008],4.119,10523.42124,30.1,70.488,13690846,125.732
Guernsey,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],,,,,65726,
Guinea,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],5.343,1941.803749,75,54.495,9559110,38.881
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],5.247,1164.875067,89.6,53.1,1453757,40.242
Guyana,America - South,Central and South America,America,2008,[2008],2.743,7339.569213,31.9,65.317,751578,3.496
Haiti,America - Central,Central and South America,America,2008,[2008],3.5,2383.672237,61.6,60.911,9736332,350.859
Holy See,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],,,,,450,1022.727
Honduras,America - Central,Central and South America,America,2008,[2008],3.273,7241.998427,22.5,72.235,7302742,65.152
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,2008,[2008],,81542.74562,,,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,2008,[2008],1.333,35844.54335,6.2,73.48,10021886,107.725
Iceland,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],2.118,75843.90701,2.1,81.846,310666,3.016
India,Asia - Southern,Asia,South Asia,2008,[2008],2.643,5211.54185,50.7,65.07,1190863679,362.266
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,2008,[2008],2.479,7373.206108,29.9,69.705,234951154,123.362
Iran,Asia - Southern,Asia,Middle East & North Africa,2008,[2008],1.88,23358.3786,18.3,72.445,72289291,43.86
Iraq,Asia - Western,Asia,Middle East & North Africa,2008,[2008],4.343,6993.368385,31,68.659,29821136,68.036
Ireland,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],2.002,76327.82359,3.8,79.94,4352866,61.942
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],,,,,81798,143.003
Israel,Asia - Western,Asia,Middle East & North Africa,2008,[2008],2.916,52072.78469,3.9,80.836,7092324,320.268
Italy,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],1.392,55901.90409,3.5,81.236,59891479,198.765
Jamaica,America - Central,Central and South America,America,2008,[2008],2.387,14548.04347,16.2,72.36,2720282,247.501
Japan,Asia - Eastern,Asia,East Asia & Pacific,2008,[2008],1.343,62159.34159,2.5,82.81,126544640,334.887
Jersey,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],,,,,91533,
Jordan,Asia - Western,Asia,Middle East & North Africa,2008,[2008],3.586,10074.33231,18.4,73.074,5848952,65.467
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,2008,[2008],2.51,20954.36549,23,65.801,15655345,5.745
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,2008,[2008],4.761,2872.197338,55.1,57.648,38455418,66.261
Kiribati,Oceania,Oceania,East Asia & Pacific,2008,[2008],3.133,6350.558688,49.6,67.294,96532,132.964
Kuwait,Asia - Western,Asia,Middle East & North Africa,2008,[2008],2.681,91241.19279,9.8,73.812,2548351,143.021
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,2008,[2008],2.815,4036.401098,,66.816,5204104,
Lao,Asia - Eastern,Asia,East Asia & Pacific,2008,[2008],,,,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],1.501,31974.02003,9,71.635,2271198,35.158
Lebanon,Asia - Western,Asia,Middle East & North Africa,2008,[2008],1.57,24033.9665,9.7,78.392,4166915,400.665
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,2008,[2008],3.335,3250.937206,82.1,45.825,2127412,70.084
Liberia,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],5.19,875.4272023,67.6,58.132,3658460,32.85
